Dataset,Number of Records,X,Y
12,1,51.64222642,50.83834068
12,1,52.4066489,96.42541501
12,1,52.42152316,47.86700549
12,1,52.77228811,99.61347168
12,1,52.87202149,97.34322266
12,1,53.09170442,19.29003045
12,1,53.17861445,98.60386119
12,1,53.38528063,78.87113626
12,1,53.80987292,17.76641445
12,1,54.02060718,47.26989721
12,1,54.80268254,75.36398499
12,1,54.8635046,14.00961192
12,1,55.04555491,45.98627275
12,1,55.10589613,46.14905106
12,1,55.74124433,46.65357698
12,1,56.37510904,96.30514763
12,1,56.38030541,14.78845971
12,1,57.04254822,42.41875774
12,1,57.11244755,15.32178517
12,1,57.12523105,42.73901914
12,1,58.29640842,41.58319774
12,1,58.4597613,14.14866286
12,1,58.94316654,11.61287779
12,1,59.0141445,93.57487487
12,1,59.20347561,41.27067767
12,1,59.2364904,91.48110058
12,1,59.31099042,10.57213637
12,1,59.31505552,12.35431367
12,1,59.85267828,9.039949921
12,1,59.97041505,7.913310474
12,1,60.37574497,41.356458
12,1,61.08656039,89.22435565
12,1,61.56332438,89.86413886
12,1,61.73727103,38.58484401
12,1,62.29264219,40.02953331
12,1,62.30775057,5.749974719
12,1,62.35976628,90.24365992
12,1,62.4447425,35.41499923
12,1,62.51177199,7.491232483
12,1,63.01687176,68.22525891
12,1,64.09099819,68.65098501
12,1,64.59631891,65.95251293
12,1,65.19831667,33.02717179
12,1,65.25639277,32.85410412
12,1,66.15400509,84.11193703
12,1,66.7481899,84.00483417
12,1,67.0958477,0.601490942
12,1,67.22595689,62.47641053
12,1,67.23133478,85.05564081
12,1,67.30257792,64.41346272
12,1,68.22219866,1.133880366
12,1,69.38005636,1.488132333
12,1,69.45985889,30.19703151
12,1,69.91942626,29.31109272
12,1,71.88707726,59.26699262
12,1,72.46240629,27.62426383
12,1,72.7784102,26.90053537
12,1,73.70990687,78.2706109
12,1,73.78837307,58.62081212
12,1,75.13968473,54.24455218
12,1,76.58045136,72.89153368
12,1,76.77561121,55.2545987
12,1,76.98827348,54.2027848
12,1,77.44900214,72.44730949
12,1,77.76285908,23.49137356
12,1,78.87658116,71.56252768
12,1,79.4793575,49.14101545
12,1,79.8065313,52.72317979
12,1,82.30415956,46.99090362
12,1,82.80024787,18.52937624
12,1,85.16033218,15.01836954
12,1,86.85370735,65.54332402
12,1,90.70069125,41.46670301
12,1,91.51784725,36.89026313
12,1,94.99748805,35.09530111
12,1,95.44348781,36.18970162
12,1,95.5934164,33.2341294
